"Fecha","Abreviatura","Estado","positivos _COVID_19","Poblacion","Muertes_x_ millon","Vuelos","Ingreso_PerCapita","Gasto_Salud_PerCapita","Densidad _Poblacional","Desempleo","Partido","Sin_Salud","desempleo_2019"
"20200419","CO","    Colorado ","386","5695564","3.51150","418","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200424","IA","    Iowa ","521","3156145","3.48526","28","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200422","AL","    Alabama ","234","4887871","3.47800","27","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200408","MD","    Maryland ","1158","6042718","3.47526","245","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200428","NC","    North Carolina ","426","10383620","3.46700","439","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200423","GA","    Georgia ","772","10519475","3.42222","336","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200415","ID","    Idaho ","11","1754208","3.42035","28","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200414","ID","    Idaho ","27","1754208","3.42035","30","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200410","ID","    Idaho ","121","1754208","3.42035","34","46031","150","8.19553","0.026","Republicano","0.110","0.044"
"20200501","VA","    Virginia ","1055","8517685","3.40468","99","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200422","MN","    Minnesota ","154","5611179","3.38610","170","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200415","FL","    Florida ","1144","21299325","3.38039","149","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200412","IL","    Illinois ","1672","12741080","3.37491","506","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200428","MS","    Mississippi ","248","2986530","3.34837","8","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200422","MS","    Mississippi ","178","2986530","3.34837","10","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200420","MS","    Mississippi ","238","2986530","3.34837","10","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200424","NM","    New Mexico ","169","2095428","3.34061","48","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200422","NM","    New Mexico ","101","2095428","3.34061","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200418","NM","    New Mexico ","114","2095428","3.34061","34","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200416","GA","    Georgia ","682","10519475","3.32716","344","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200420","WV","    West Virginia ","39","1805832","3.32257","7","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200401","IL","    Illinois ","986","12741080","3.29642","923","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200412","NV","    Nevada ","136","3034392","3.29555","301","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200421","NC","    North Carolina ","187","10383620","3.27439","444","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200428","WI","    Wisconsin ","208","5813568","3.26822","56","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200404","WI","    Wisconsin ","200","5813568","3.26822","79","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200430","OH","    Ohio ","724","11689442","3.25080","38","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200420","OH","    Ohio ","1224","11689442","3.25080","43","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200423","FL","    Florida ","523","21299325","3.23954","148","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200501","GA","    Georgia ","1115","10519475","3.23210","332","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200429","MN","    Minnesota ","463","5611179","3.20788","162","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200430","VT","    Vermont ","4","626299","3.19336","10","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200425","VT","    Vermont ","16","626299","3.19336","10","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200421","VT","    Vermont ","2","626299","3.19336","11","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200412","VT","    Vermont ","16","626299","3.19336","11","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200405","VT","    Vermont ","51","626299","3.19336","19","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200426","MA","    Massachusetts ","1590","6902149","3.18741","138","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200418","VA","    Virginia ","562","8517685","3.16988","109","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200418","IA","    Iowa ","181","3156145","3.16842","21","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200415","OH","    Ohio ","638","11689442","3.16525","44","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200401","CO","    Colorado ","339","5695564","3.16035","671","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200425","SC","    South Carolina ","336","5084127","3.14705","32","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200422","SC","    South Carolina ","322","5084127","3.14705","29","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200408","GA","    Georgia ","1083","10519475","3.13704","611","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200423","KY","    Kentucky ","181","4468402","3.13311","52","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200407","KY","    Kentucky ","53","4468402","3.13311","75","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200406","TN","    Tennessee ","169","6318676","3.10192","219","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200423","DE","    Delaware ","108","967171","3.10183","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200422","MO","    Missouri ","196","6126452","3.10131","129","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200414","MO","    Missouri ","298","6126452","3.10131","130","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200410","MO","    Missouri ","260","6126452","3.10131","176","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200409","MO","    Missouri ","212","6126452","3.10131","173","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200425","AL","    Alabama ","305","4887871","3.06882","24","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200425","VA","    Virginia ","733","8517685","3.05247","107","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200408","OK","    Oklahoma ","52","3943079","3.04331","48","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200421","MN","    Minnesota ","97","5611179","3.02967","166","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200417","MN","    Minnesota ","159","5611179","3.02967","169","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200409","MS","    Mississippi ","257","2986530","3.01353","12","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200415","ME","    Maine ","36","1338404","2.98863","73","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200418","CO","    Colorado ","372","5695564","2.98478","348","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200417","CO","    Colorado ","395","5695564","2.98478","425","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200403","CO","    Colorado ","386","5695564","2.98478","601","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200422","NV","    Nevada ","144","3034392","2.96600","184","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200418","NV","    Nevada ","102","3034392","2.96600","166","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200409","NV","    Nevada ","138","3034392","2.96600","302","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200401","NV","    Nevada ","166","3034392","2.96600","441","51296","46","10.67202","0.063","Democrata","0.110","0.04"
"20200414","SC","    South Carolina ","234","5084127","2.95036","29","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200413","GA","    Georgia ","863","10519475","2.94692","504","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200422","VA","    Virginia ","636","8517685","2.93507","115","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200422","AZ","    Arizona ","208","7171646","2.92820","238","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200421","AZ","    Arizona ","187","7171646","2.92820","246","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200410","WI","    Wisconsin ","183","5813568","2.92419","66","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200407","WA","    Washington ","336","7535591","2.91948","269","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200424","OH","    Ohio ","439","11689442","2.90861","43","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200423","CA","    California ","1973","39557045","2.90719","222","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200429","NM","    New Mexico ","151","2095428","2.86338","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200427","NM","    New Mexico ","66","2095428","2.86338","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200425","NM","    New Mexico ","142","2095428","2.86338","33","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200423","NM","    New Mexico ","138","2095428","2.86338","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200413","NM","    New Mexico ","71","2095428","2.86338","52","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200428","IA","    Iowa ","508","3156145","2.85158","22","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200427","IA","    Iowa ","392","3156145","2.85158","27","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200407","RI","    Rhode Island ","148","1057315","2.83738","33","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200404","RI","    Rhode Island ","97","1057315","2.83738","35","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200418","OH","    Ohio ","1081","11689442","2.82306","40","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200421","VA","    Virginia ","640","8517685","2.81767","112","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200407","FL","    Florida ","1423","21299325","2.81699","279","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200422","NC","    North Carolina ","269","10383620","2.79286","457","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200423","AZ","    Arizona ","310","7171646","2.78876","251","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200429","WA","    Washington ","156","7535591","2.78678","172","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200406","WA","    Washington ","342","7535591","2.78678","280","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200405","WA","    Washington ","389","7535591","2.78678","304","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200501","WV","    West Virginia ","18","1805832","2.76881","6","42676","140","29.00558","0.061","Republicano","0.060","0.038"
"20200414","WI","    Wisconsin ","127","5813568","2.75218","56","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200420","KS","    Kansas ","137","2911505","2.74772","17","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200410","KS","    Kansas ","60","2911505","2.74772","20","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200404","AK","    Alaska ","14","737438","2.71209","20","62796","281","0.49896","0.056","Republicano","0.140","0.034"
"20200423","VA","    Virginia ","361","8517685","2.70026","118","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200420","VA","    Virginia ","453","8517685","2.70026","115","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200417","VA","    Virginia ","602","8517685","2.70026","117","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200429","KY","    Kentucky ","229","4468402","2.68552","36","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200424","MS","    Mississippi ","281","2986530","2.67869","10","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200423","MS","    Mississippi ","259","2986530","2.67869","9","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200408","MS","    Mississippi ","88","2986530","2.67869","13","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200407","MS","    Mississippi ","177","2986530","2.67869","15","39840","85","24.57443","0.053","Republicano","0.120","0.037"
"20200406","MS","    Mississippi ","100","2986530","2.67869","18","39840","85","24.57443","0.053","Republicano","0.120","0.037"
